abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
6994458	269.1031038	C13H18O6	O6	CHO	13	18	6	0	0	0	0	270.1103803	269.1030619	0.155464502	0.155464502	269	268.8026209	0.197379081	5	0.461538462	1.384615385	-1	20.77771833	19	0.914441119	28	0.642857143	1.64212E-05	2.120580808	2
5077549	269.1144319	C12H18N2O5	N2O5	CHNO	12	18	5	2	0	0	0	270.1217083	269.1142952	0.505777394	0.505777394	269	268.8139363	0.186063709	5	0.416666667	1.5	0	20.77858244	19	0.914403091	26	0.692307692	1.19208E-05	1.539412055	2
67148336	269.1183229	C17H18O3	O3	CHO	17	18	3	0	0	0	0	270.1255993	269.118318	0.018096015	0.018096015	269	268.817823	0.182177046	9	0.176470588	1.058823529	6	20.77889188	20	0.962515235	36	0.5	0.000157647	20.35804241	20
4423805	270.0769977	C15H13NO4	NO4	CHNO	15	13	4	1	0	0	0	271.0842741	270.0771815	-0.677917608	0.677917608	270	269.7754273	0.224572702	10	0.266666667	0.866666667	6	20.85265061	20	0.959110685	32	0.40625	1.0386E-05	1.341209853	1
4251847	270.1208848	C10H17N5O4	N5O4	CHNO	10	17	4	5	0	0	0	271.1281612	270.1207776	0.395210959	0.395210959	270	269.8192654	0.180734624	5	0.4	1.7	1	20.85600416	19	0.911008641	22	0.772727273	9.98224E-06	1.289075601	1
10651366	271.0458955	C11H12O8	O8	CHO	11	12	8	0	0	0	0	272.0531719	271.0459409	-0.166991936	0.166991936	271	270.7432432	0.25675679	6	0.727272727	1.090909091	-2	20.92717057	19	0.907910601	24	0.5	2.50067E-05	3.229282715	3
5261033	271.0473765	C12H8N4O4	N4O4	CHNO	12	8	4	4	0	0	0	272.0546529	271.0472783	0.360807034	0.360807034	271	270.7447226	0.255277441	11	0.333333333	0.666666667	7	20.92727344	20	0.955690671	26	0.307692308	1.23516E-05	1.595040761	2
89941760	271.0611885	C15H12O5	O5	CHO	15	12	5	0	0	0	0	272.068465	271.061197	-0.031373415	0.031373415	271	270.7585192	0.241480838	10	0.333333333	0.8	5	20.92834411	20	0.955641779	32	0.375	0.00021116	27.26855607	27
4638501	271.0828085	C8H13N8OCl	N8OCl	CHNOCl	8	13	1	8	0	0	1	272.090085	271.0828086	-3.60E-04	3.60E-04	271	270.7801151	0.21988494	6	0.125	1.625	5	20.93000655	18	0.860009287	18	0.722222222	1.089E-05	1.406301417	1
145712960	271.0976236	C16H16O4	O4	CHO	16	16	4	0	0	0	0	272.1049	271.0975825	0.150772206	0.150772206	271	270.7949135	0.205086455	9	0.25	1	5	20.931143	20	0.955513992	34	0.470588235	0.000342097	44.17727671	44
4230506	272.0210953	C7H13N3O4Cl2	N3O4Cl2	CHNOCl	7	13	4	3	0	0	2	273.0283717	272.0210355	0.219003974	0.219003974	272	271.7173541	0.282645917	2	0.571428571	1.857142857	-2	21.00217784	16	0.761825755	16	0.8125	9.93214E-06	1.282605433	1
4566556	272.1250015	C11H19N3O5	N3O5	CHNO	11	19	5	3	0	0	0	273.1322779	272.1251943	-0.705990128	0.705990128	272	271.8211443	0.178855749	4	0.454545455	1.727272727	-1	21.01019006	19	0.90432309	24	0.791666667	1.07211E-05	1.384489122	1
7533640	273.0404781	C14H10O6	O6	CHO	14	10	6	0	0	0	0	274.0477546	273.0404616	0.06034925	0.06034925	273	272.7355987	0.264401298	10	0.428571429	0.714285714	4	21.08059523	20	0.948739814	30	0.333333333	1.76871E-05	2.284050087	2
28587116	273.0616502	C11H14O8	O8	CHO	11	14	8	0	0	0	0	274.0689266	273.061591	0.216023161	0.216023161	273	272.7567471	0.2432529	5	0.727272727	1.272727273	-3	21.08222057	19	0.901233337	24	0.583333333	6.71152E-05	8.667046046	9
13300870	273.0768982	C15H14O5	O5	CHO	15	14	5	0	0	0	0	274.0841747	273.0768471	0.18643952	0.18643952	273	272.7719781	0.228021898	9	0.333333333	0.933333333	4	21.08339412	20	0.948613866	32	0.4375	3.1227E-05	4.032559729	4
9331972	273.1495403	C17H22O3	O3	CHO	17	22	3	0	0	0	0	274.1568168	273.1496181	-0.283695847	0.283695847	273	272.8445391	0.155460878	7	0.176470588	1.294117647	4	21.08899189	20	0.94836207	36	0.611111111	2.19091E-05	2.829268648	3
21542204	273.1821854	C13H26N2O4	N2O4	CHNO	13	26	4	2	0	0	0	274.1894619	273.1819809	0.745900536	0.745900536	273	272.8771477	0.122852269	2	0.307692308	2	-2	21.09148133	19	0.900837627	28	0.928571429	5.05756E-05	6.531168587	7
13984286	275.0712889	C18H12O3	O3	CHO	18	12	3	0	0	0	0	276.0785653	275.0713678	-0.285900385	0.285900385	275	274.7641418	0.235858192	13	0.166666667	0.666666667	10	21.23681879	21	0.988848669	38	0.315789474	3.28315E-05	4.239757892	4
726729408	275.165399	C17H24O3	O3	CHO	17	24	3	0	0	0	0	276.1726755	275.1652682	0.473830229	0.473830229	275	274.8581469	0.141853103	6	0.176470588	1.411764706	3	21.24404189	20	0.941440433	36	0.666666667	0.001706174	220.3299291	220
22627068	275.1977531	C13H28N2O4	N2O4	CHNO	13	28	4	2	0	0	0	276.2050296	275.1976309	0.442257134	0.442257134	275	274.8904648	0.109535171	1	0.307692308	2.153846154	-3	21.24653134	19	0.894263619	28	1	5.31225E-05	6.860077814	7
7473503	276.1239098	C15H19NO4	NO4	CHNO	15	19	4	1	0	0	0	277.1311863	276.1241317	-0.800530564	0.800530564	276	275.8155874	0.184412626	7	0.266666667	1.266666667	3	21.31780062	20	0.938183087	32	0.59375	1.75459E-05	2.265817742	2
4909466	276.1575999	C12H19N7O	N7O	CHNO	12	19	1	7	0	0	0	277.1648763	276.1578318	-0.836930181	0.836930181	276	275.8492398	0.150760183	7	0.083333333	1.583333333	6	21.32039294	20	0.938069015	26	0.730769231	1.15262E-05	1.488452626	1
9834507	277.0869876	C18H14O3	O3	CHO	18	14	3	0	0	0	0	278.094264	277.0870179	-0.108938418	0.108938418	277	276.7775898	0.22241024	12	0.166666667	0.777777778	9	21.39186879	21	0.981681414	38	0.368421053	2.30889E-05	2.981627283	3
5042225	277.1081656	C15H18O5	O5	CHO	15	18	5	0	0	0	0	278.1154421	277.1081472	0.066057177	0.066057177	277	276.7987442	0.201255848	7	0.333333333	1.2	2	21.39349413	20	0.93486365	32	0.5625	1.18378E-05	1.528702519	2
10539121	277.1445567	C16H22O4	O4	CHO	16	22	4	0	0	0	0	278.1518331	277.1445327	0.086042982	0.086042982	277	276.8350946	0.164905416	6	0.25	1.375	2	21.39629301	20	0.934741359	34	0.647058824	2.47431E-05	3.19525226	3
15372461	277.1779677	C13H22N6O	N6O	CHNO	13	22	1	6	0	0	0	278.1852442	277.1782329	-0.953261072	0.953261072	277	276.8684683	0.131531662	6	0.076923077	1.692307692	5	21.39888534	20	0.934628121	28	0.785714286	3.60906E-05	4.660624994	5
4876026	278.0820644	C17H13NO3	NO3	CHNO	17	13	3	1	0	0	0	279.0893408	278.0822668	-0.72537447	0.72537447	278	277.7715555	0.228444525	12	0.176470588	0.764705882	9	21.46842641	21	0.978180683	36	0.361111111	1.14477E-05	1.478314282	1
4488578	279.0145151	C12H8O8	O8	CHO	12	8	8	0	0	0	0	280.0217916	279.0146408	-0.448813142	0.448813142	279	278.702965	0.297034996	9	0.666666667	0.666666667	1	21.54014748	20	0.92849875	26	0.307692308	1.0538E-05	1.36084774	1
5369310	279.0660892	C17H12O4	O4	CHO	17	12	4	0	0	0	0	280.0733657	279.0662824	-0.689894951	0.689894951	279	278.7544815	0.24551849	12	0.235294118	0.705882353	8	21.54411991	21	0.974743925	36	0.333333333	1.26058E-05	1.627868198	2
