abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
5329180	219.1072749	C10H22OP2	OP2	CHOP	10	22	1	0	0	2	0	220.1145514	219.1073119	-0.167841322	0.167841322	219	218.8626178	0.137382233	1	0.1	2.2	0	16.93189141	13	0.767781914	22	1	9.24684E-05	1.649162125	2
14510878	221.0863833	C9H20O2P2	O2P2	CHOP	9	20	2	0	0	2	0	222.0936598	221.0865764	-0.869335407	0.869335407	221	220.8395163	0.160483694	1	0.222222222	2.222222222	-1	17.08414253	13	0.760939566	20	1	0.000251783	4.490520191	4
3784053	223.0472947	C8H8N4O4	N4O4	CHNO	8	8	4	4	0	0	0	224.0545712	223.0472783	0.073291608	0.073291608	223	222.7982381	0.201761859	7	0.5	1	3	17.23496575	16	0.928345332	18	0.444444444	6.56584E-05	1.171008839	1
9130042	225.0627622	C8H10N4O4	N4O4	CHNO	8	10	4	4	0	0	0	226.0700387	225.0629284	-0.735032926	0.735032926	225	224.8114551	0.188544874	6	0.5	1.25	2	17.39001576	16	0.920068172	18	0.555555556	0.000158418	2.825372658	3
4109133	227.0266896	C14H9OCl	OCl	CHOCl	14	9	1	0	0	0	1	228.0339661	227.0269165	-0.994721192	0.994721192	227	226.7731896	0.226810403	10	0.071428571	0.642857143	9	17.54109176	16	0.912143909	30	0.3	7.12989E-05	1.271607735	1
4850516	227.0423616	C7H8N4O5	N4O5	CHNO	7	8	5	4	0	0	0	228.0496381	227.0421929	0.739760506	0.739760506	227	226.7888441	0.211155883	6	0.714285714	1.142857143	1	17.54226688	16	0.912082806	16	0.5	8.41629E-05	1.501035295	2
5763939	227.0786517	C8H12N4O4	N4O4	CHNO	8	12	4	4	0	0	0	228.0859281	227.0785784	0.321112988	0.321112988	227	226.8250936	0.17490636	5	0.5	1.5	1	17.54506576	16	0.911937306	18	0.666666667	0.000100012	1.783702162	2
4646608	229.0213301	C6H6N4O6	N4O6	CHNO	6	6	6	4	0	0	0	230.0286065	229.0214575	-0.553964235	0.553964235	229	228.7656028	0.234397188	6	1	1	0	17.694518	16	0.90423486	14	0.428571429	8.06249E-05	1.437934151	1
6485723	229.0424901	C14H11OCl	OCl	CHOCl	14	11	1	0	0	0	1	230.0497666	229.0425665	-0.332189216	0.332189216	229	228.7867392	0.21326079	9	0.071428571	0.785714286	8	17.69614177	16	0.904151889	30	0.366666667	0.000112536	2.007064637	2
5269218	229.0579141	C7H10N4O5	N4O5	CHNO	7	10	5	4	0	0	0	230.0651906	229.057843	0.309094904	0.309094904	229	228.802146	0.197853993	5	0.714285714	1.428571429	0	17.69731688	16	0.904091852	16	0.625	9.1428E-05	1.630606351	2
4311788	231.1062676	C11H20O3S	O3S	CHOS	11	20	3	0	1	0	0	232.1135441	231.1060388	0.985944606	0.985944606	231	230.8482123	0.151787689	2	0.272727273	1.818181818	-1	17.8548704	15	0.84010691	24	0.833333333	7.48153E-05	1.334321126	1
5200640	231.1426417	C12H24O2S	O2S	CHOS	12	24	2	0	1	0	0	232.1499181	231.1424243	0.936422635	0.936422635	231	230.8845457	0.11545426	1	0.166666667	2	-1	17.85766929	15	0.839975237	26	0.923076923	9.02381E-05	1.609384279	2
9044394	234.1128033	C8H18N5OCl	N5OCl	CHNOCl	8	18	1	5	0	0	1	235.1200798	234.1127118	0.389343099	0.389343099	234	233.8513909	0.148609124	2	0.125	2.25	1	18.08615294	15	0.829363771	18	1	0.000156932	2.798868123	3
3948971	234.1135023	C13H17NO3	NO3	CHNO	13	17	3	1	0	0	0	235.1207788	234.113567	-0.274921945	0.274921945	234	233.8520891	0.147910904	6	0.230769231	1.307692308	3	18.08621872	17	0.939942188	28	0.607142857	6.85199E-05	1.22204418	1
3813353	235.0260204	C12H4N4O2	N4O2	CHNO	12	4	2	4	0	0	0	236.0332969	235.0261489	-0.54443649	0.54443649	235	234.7635883	0.23641171	13	0.166666667	0.333333333	11	18.15641734	18	0.991385011	26	0.153846154	6.61668E-05	1.180075985	1
8311846	235.1200536	C11H16N4O2	N4O2	CHNO	11	16	2	4	0	0	0	236.12733	235.1200493	0.017903332	0.017903332	235	234.8575164	0.142483592	6	0.181818182	1.454545455	4	18.16364044	17	0.935935726	24	0.666666667	0.000144222	2.572174633	3
15552261	239.0770824	C8H16O8	O8	CHO	8	16	8	0	0	0	0	240.0843589	239.077241	-0.66068578	0.66068578	239	238.8101268	0.18987319	1	1	2	-7	18.46803981	16	0.866361572	18	0.888888889	0.000269853	4.812785418	5
3853518	240.9466147	C10H4O3Cl2	O3Cl2	CHOCl	10	4	3	0	0	0	2	241.9538912	240.9464735	0.583451794	0.583451794	241	240.6775716	0.322428432	8	0.3	0.4	5	18.61182692	15	0.805939152	22	0.181818182	6.68637E-05	1.192505401	1
3915013	241.0135648	C8H7N4O3Cl	N4O3Cl	CHNOCl	8	7	3	4	0	0	1	242.0208412	241.0133917	0.715332192	0.715332192	241	240.7444469	0.255553107	7	0.375	0.875	4	18.61697447	16	0.859430732	18	0.388888889	6.79307E-05	1.211535575	1
3800111	243.1523004	C14H25OCl	OCl	CHOCl	14	25	1	0	0	0	1	244.1595769	243.152117	0.751353458	0.751353458	243	242.8807944	0.119205613	2	0.071428571	1.785714286	1	18.7814918	16	0.85190251	30	0.833333333	6.5937E-05	1.17597813	1
4744055	245.1675809	C14H27OCl	OCl	CHOCl	14	27	1	0	0	0	1	246.1748573	245.167767	-0.756130545	0.756130545	245	244.8938246	0.10617542	1	0.071428571	1.928571429	0	18.93654181	16	0.84492724	30	0.9	8.23157E-05	1.468089992	1
7612140	246.077185	C13H13NO4	NO4	CHNO	13	13	4	1	0	0	0	247.0844615	246.0771815	0.014360744	0.014360744	246	245.802413	0.197586976	8	0.307692308	1	4	19.00649676	18	0.947044593	28	0.464285714	0.000132081	2.355644391	2
4071168	255.0310059	C8H14N2O3Cl2	N2O3Cl2	CHNOCl	8	14	3	2	0	0	2	256.0382823	255.0308719	0.523426205	0.523426205	255	254.746236	0.253764006	2	0.375	1.75	-1	19.69524218	15	0.761605258	18	0.777777778	7.06402E-05	1.259859128	1
