G	e	n	o	m	e	_	n	a	m	e			M	o	d	u	l	e	_	i	d			M	o	d	u	l	e	_	n	a	m	e	

A2O.19	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
A2O.58	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
AO.15	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.8	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.28	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.90	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
A2O.50	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.95	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
AO.16	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.67	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.54	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.13	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.158	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.65	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.74	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.90	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.20	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.147	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.127	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.78	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
AO.33	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.53	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.157	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678,K07689
A2O.33	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.119	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.22	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.15	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.34	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
A2O.155	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689
AO.97	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07679
A2O.44	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07690
AO.17	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07690
A2O.70	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07690
AO.65	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07690
AO.82	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07679
A2O.1	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
AO.75	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.83	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.72	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.116	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.95	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.43	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.131	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.76	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.98	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.85	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673
A2O.159	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.7	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.3	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.76	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.113	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.81	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.85	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.114	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.50	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.122	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.11	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.97	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.10	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.9	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.14	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.133	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
AO.25	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.99	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.117	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.71	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.128	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.27	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.88	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.92	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.120	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.105	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.14	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.27	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.94	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.103	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.54	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.70	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.124	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.118	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.46	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.28	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.45	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.102	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.89	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.92	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.64	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.148	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.156	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.2	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.144	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.71	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.20	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.151	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.51	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.130	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.1	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.89	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.112	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.69	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.107	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.140	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.136	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.61	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.35	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.77	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673
AO.26	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.134	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.106	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.39	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.82	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.4	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.53	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.5	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.48	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.47	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.69	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.21	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.125	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.73	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.6	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.123	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.132	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
AO.65	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.29	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.84	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.19	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.86	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.93	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.58	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.15	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.8	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.28	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.18	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.90	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.50	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.95	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.40	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.67	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.57	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.54	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.142	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.13	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.158	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.38	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.77	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.74	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.12	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.20	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.56	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.78	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.35	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.12	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.33	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.67	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.157	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.17	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.36	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.18	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07673,K07684
A2O.91	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.119	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.3	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.68	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.22	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.15	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
AO.59	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.155	M00471	NarX-NarL (nitrate respiration) two-component regulatory system	K07684
A2O.129	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.95	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.85	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.159	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.3	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.11	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.43	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.32	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.86	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.108	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.92	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.64	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.73	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.130	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.107	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.57	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.86	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.49	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.40	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.40	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
AO.53	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685
A2O.72	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.95	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.52	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.83	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
AO.7	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.3	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.16	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.50	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.135	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
AO.32	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.97	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.9	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.14	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
AO.22	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.133	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.25	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.71	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.88	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.99	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.105	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.103	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.46	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
AO.28	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
A2O.89	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.36	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
AO.34	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.148	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.91	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.151	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.112	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.107	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.140	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.63	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.57	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.82	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.111	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.24	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.4	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.53	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.47	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.69	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
A2O.125	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.132	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.100	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.29	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
AO.49	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686
A2O.13	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
AO.74	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.20	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.147	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
AO.61	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
A2O.33	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.119	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675
A2O.34	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675,K07686
AO.83	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
A2O.129	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
A2O.72	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.95	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
AO.97	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.43	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.62	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.131	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.76	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.85	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
A2O.159	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
AO.7	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.76	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.113	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.114	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.122	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.44	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.43	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
A2O.97	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.17	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.94	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.58	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.10	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.9	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
AO.22	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
AO.25	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777,K07692
AO.99	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.71	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.38	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.128	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
A2O.86	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692
