compound	reaction	type	A2O_abundance	AO_abundance
C00001	R06200	NA	0.5471698113207547	0.3673469387755102
C00001	R12188	NA	0.4779874213836478	0.3979591836734694
C00014	R12188	NA	0.4779874213836478	0.3979591836734694
C00022	R12188	NA	0.4779874213836478	0.3979591836734694
C00145	R12188	NA	0.4779874213836478	0.3979591836734694
C02882	R12188	NA	0.4779874213836478	0.3979591836734694
C08583	R12180	NA	0.3333333333333333	0.2653061224489796
C08592	R12180	NA	0.3333333333333333	0.2653061224489796
C03889	R12187	NA	0.006289308176100629	0.01020408163265306
C04233	R12187	NA	0.006289308176100629	0.01020408163265306
C04919	R12187	NA	0.006289308176100629	0.01020408163265306
C21982	R12187	NA	0.006289308176100629	0.01020408163265306
C00013	R10095	NA	0.4276729559748428	0.3979591836734694
C00119	R10095	NA	0.4276729559748428	0.3979591836734694
C02970	R10095	NA	0.4276729559748428	0.3979591836734694
C20352	R10095	NA	0.4276729559748428	0.3979591836734694
C00015	R01005	NA	0.3522012578616352	0.3163265306122449
C00029	R01005	NA	0.3522012578616352	0.3163265306122449
C00110	R01005	NA	0.3522012578616352	0.3163265306122449
C01246	R01005	NA	0.3522012578616352	0.3163265306122449
C00001	R01001	NA	0.44025157232704404	0.35714285714285715
C00014	R01001	NA	0.44025157232704404	0.35714285714285715
C00097	R01001	NA	0.44025157232704404	0.35714285714285715
C00109	R01001	NA	0.44025157232704404	0.35714285714285715
C02291	R01001	NA	0.44025157232704404	0.35714285714285715
C00003	R01000	NA	0.11949685534591195	0.061224489795918366
C00004	R01000	NA	0.11949685534591195	0.061224489795918366
C00080	R01000	NA	0.11949685534591195	0.061224489795918366
C00109	R01000	NA	0.11949685534591195	0.061224489795918366
C05984	R01000	NA	0.11949685534591195	0.061224489795918366
C00035	R01009	NA	2.4465408805031448	2.0
C00096	R01009	NA	2.4465408805031448	2.0
C00110	R01009	NA	2.4465408805031448	2.0
C03862	R01009	NA	2.4465408805031448	2.0
C00013	R03351	NA	0.6540880503144654	0.5612244897959183
C00063	R03351	NA	0.6540880503144654	0.5612244897959183
C01187	R03351	NA	0.6540880503144654	0.5612244897959183
C04121	R03351	NA	0.6540880503144654	0.5612244897959183
C00001	R03350	NA	0.5345911949685535	0.5306122448979592
C00009	R03350	NA	0.5345911949685535	0.5306122448979592
C01187	R03350	NA	0.5345911949685535	0.5306122448979592
C04478	R03350	NA	0.5345911949685535	0.5306122448979592
C00001	R03355	NA	0.23270440251572327	0.21428571428571427
C00124	R03355	NA	0.23270440251572327	0.21428571428571427
C01190	R03355	NA	0.23270440251572327	0.21428571428571427
C01290	R03355	NA	0.23270440251572327	0.21428571428571427
C00001	R01268	NA	0.20125786163522014	0.1326530612244898
C00014	R01268	NA	0.20125786163522014	0.1326530612244898
C00153	R01268	NA	0.20125786163522014	0.1326530612244898
C00253	R01268	NA	0.20125786163522014	0.1326530612244898
C00013	R02003	NA	0.9591194968553459	0.9336734693877551
C00129	R02003	NA	0.9591194968553459	0.9336734693877551
C00341	R02003	NA	0.9591194968553459	0.9336734693877551
C00448	R02003	NA	0.9591194968553459	0.9336734693877551
C00003	R02000	NA	0.23270440251572327	0.2653061224489796
C00004	R02000	NA	0.23270440251572327	0.2653061224489796
C00080	R02000	NA	0.23270440251572327	0.2653061224489796
C00340	R02000	NA	0.23270440251572327	0.2653061224489796
C00435	R02000	NA	0.23270440251572327	0.2653061224489796
C00010	R10219	NA	0.031446540880503145	0.01020408163265306
C00024	R10219	NA	0.031446540880503145	0.01020408163265306
C00237	R10219	NA	0.031446540880503145	0.01020408163265306
C18799	R10219	NA	0.031446540880503145	0.01020408163265306
C18802	R10219	NA	0.031446540880503145	0.01020408163265306
C00042	R05588	NA	0.025157232704402517	0.04081632653061224
C00091	R05588	NA	0.025157232704402517	0.04081632653061224
C09816	R05588	NA	0.025157232704402517	0.04081632653061224
C09817	R05588	NA	0.025157232704402517	0.04081632653061224
C00010	R05586	NA	1.0566037735849056	0.8367346938775511
C00024	R05586	NA	1.0566037735849056	0.8367346938775511
C00527	R05586	NA	1.0566037735849056	0.8367346938775511
C06715	R05586	NA	1.0566037735849056	0.8367346938775511
C00003	R05582	NA	0.11949685534591195	0.11224489795918367
C00004	R05582	NA	0.11949685534591195	0.11224489795918367
C00080	R05582	NA	0.11949685534591195	0.11224489795918367
C09812	R05582	NA	0.11949685534591195	0.11224489795918367
C09813	R05582	NA	0.11949685534591195	0.11224489795918367
C00003	R05581	NA	0.10062893081761007	0.08163265306122448
C00004	R05581	NA	0.10062893081761007	0.08163265306122448
C00080	R05581	NA	0.10062893081761007	0.08163265306122448
C06749	R05581	NA	0.10062893081761007	0.08163265306122448
C09821	R05581	NA	0.10062893081761007	0.08163265306122448
C00019	R06859	NA	1.4339622641509433	1.336734693877551
C00021	R06859	NA	1.4339622641509433	1.336734693877551
C02059	R06859	NA	1.4339622641509433	1.336734693877551
C13309	R06859	NA	1.4339622641509433	1.336734693877551
C00011	R06858	NA	0.5220125786163522	0.37755102040816324
C00013	R06858	NA	0.5220125786163522	0.37755102040816324
C03657	R06858	NA	0.5220125786163522	0.37755102040816324
C05427	R06858	NA	0.5220125786163522	0.37755102040816324
C13309	R06858	NA	0.5220125786163522	0.37755102040816324
C00001	R04989	NA	0.23270440251572327	0.21428571428571427
C00005	R04989	NA	0.23270440251572327	0.21428571428571427
C00006	R04989	NA	0.23270440251572327	0.21428571428571427
C00007	R04989	NA	0.23270440251572327	0.21428571428571427
C05812	R04989	NA	0.23270440251572327	0.21428571428571427
C05813	R04989	NA	0.23270440251572327	0.21428571428571427
C00019	R04988	NA	0.9874213836477987	0.8877551020408163
C00021	R04988	NA	0.9874213836477987	0.8877551020408163
C05811	R04988	NA	0.9874213836477987	0.8877551020408163
C05812	R04988	NA	0.9874213836477987	0.8877551020408163
C00011	R04985	NA	0.6666666666666666	0.5816326530612245
C05807	R04985	NA	0.6666666666666666	0.5816326530612245
C05848	R04985	NA	0.6666666666666666	0.5816326530612245
C00001	R04984	NA	0.11320754716981132	0.16326530612244897
C00007	R04984	NA	0.11320754716981132	0.16326530612244897
C00028	R04984	NA	0.11320754716981132	0.16326530612244897
C00030	R04984	NA	0.11320754716981132	0.16326530612244897
C05804	R04984	NA	0.11320754716981132	0.16326530612244897
C05805	R04984	NA	0.11320754716981132	0.16326530612244897
C00001	R04987	NA	0.050314465408805034	0.09183673469387756
C00005	R04987	NA	0.050314465408805034	0.09183673469387756
C00006	R04987	NA	0.050314465408805034	0.09183673469387756
C00007	R04987	NA	0.050314465408805034	0.09183673469387756
C00080	R04987	NA	0.050314465408805034	0.09183673469387756
C05810	R04987	NA	0.050314465408805034	0.09183673469387756
C05811	R04987	NA	0.050314465408805034	0.09183673469387756
C00011	R04986	NA	0.6666666666666666	0.5816326530612245
C05809	R04986	NA	0.6666666666666666	0.5816326530612245
C05810	R04986	NA	0.6666666666666666	0.5816326530612245
C00022	R04187	NA	0.08176100628930817	0.07142857142857142
C00041	R04187	NA	0.08176100628930817	0.07142857142857142
C03284	R04187	NA	0.08176100628930817	0.07142857142857142
C06002	R04187	NA	0.08176100628930817	0.07142857142857142
C00001	R04189	NA	0.025157232704402517	0.04081632653061224
C00011	R04189	NA	0.025157232704402517	0.04081632653061224
C00014	R04189	NA	0.025157232704402517	0.04081632653061224
C03296	R04189	NA	0.025157232704402517	0.04081632653061224
C03415	R04189	NA	0.025157232704402517	0.04081632653061224
C00025	R04188	NA	0.2641509433962264	0.336734693877551
C00026	R04188	NA	0.2641509433962264	0.336734693877551
C03284	R04188	NA	0.2641509433962264	0.336734693877551
C06002	R04188	NA	0.2641509433962264	0.336734693877551
C00001	R11168	NA	0.5985324947589098	0.5884353741496599
C00011	R11168	NA	0.5985324947589098	0.5884353741496599
C00237	R11168	NA	0.5985324947589098	0.5884353741496599
C15602	R11168	NA	0.5985324947589098	0.5884353741496599
C15603	R11168	NA	0.5985324947589098	0.5884353741496599
C00001	R07522	NA	0.06289308176100629	0.04081632653061224
C15877	R07522	NA	0.06289308176100629	0.04081632653061224
C15878	R07522	NA	0.06289308176100629	0.04081632653061224
C00028	R07520	NA	0.05660377358490566	0.05102040816326531
C00030	R07520	NA	0.05660377358490566	0.05102040816326531
C15874	R07520	NA	0.05660377358490566	0.05102040816326531
C19795	R07520	NA	0.05660377358490566	0.05102040816326531
C00019	R07521	NA	0.012578616352201259	0.0
C00021	R07521	NA	0.012578616352201259	0.0
C15874	R07521	NA	0.012578616352201259	0.0
C15877	R07521	NA	0.012578616352201259	0.0
C00001	R07526	NA	0.018867924528301886	0.02040816326530612
C00007	R07526	NA	0.018867924528301886	0.02040816326530612
C00080	R07526	NA	0.018867924528301886	0.02040816326530612
C00138	R07526	NA	0.018867924528301886	0.02040816326530612
C00139	R07526	NA	0.018867924528301886	0.02040816326530612
C15884	R07526	NA	0.018867924528301886	0.02040816326530612
C15885	R07526	NA	0.018867924528301886	0.02040816326530612
C00019	R07527	NA	0.012578616352201259	0.0
C00021	R07527	NA	0.012578616352201259	0.0
C15886	R07527	NA	0.012578616352201259	0.0
C19795	R07527	NA	0.012578616352201259	0.0
C00019	R07524	NA	0.012578616352201259	0.0
C00021	R07524	NA	0.012578616352201259	0.0
C15879	R07524	NA	0.012578616352201259	0.0
C15881	R07524	NA	0.012578616352201259	0.0
C00001	R07525	NA	0.018867924528301886	0.02040816326530612
C00007	R07525	NA	0.018867924528301886	0.02040816326530612
C00080	R07525	NA	0.018867924528301886	0.02040816326530612
C00138	R07525	NA	0.018867924528301886	0.02040816326530612
C00139	R07525	NA	0.018867924528301886	0.02040816326530612
C15881	R07525	NA	0.018867924528301886	0.02040816326530612
C15884	R07525	NA	0.018867924528301886	0.02040816326530612
C00001	R07528	NA	0.06289308176100629	0.04081632653061224
C15886	R07528	NA	0.06289308176100629	0.04081632653061224
C15887	R07528	NA	0.06289308176100629	0.04081632653061224
C00019	R07529	NA	0.012578616352201259	0.0
C00021	R07529	NA	0.012578616352201259	0.0
C15887	R07529	NA	0.012578616352201259	0.0
C15888	R07529	NA	0.012578616352201259	0.0
C00003	R03630	NA	0.012578616352201259	0.0
C00004	R03630	NA	0.012578616352201259	0.0
C00007	R03630	NA	0.012578616352201259	0.0
C00080	R03630	NA	0.012578616352201259	0.0
C01606	R03630	NA	0.012578616352201259	0.0
C04783	R03630	NA	0.012578616352201259	0.0
C00001	R03634	NA	0.36163522012578614	0.44387755102040816
C00124	R03634	NA	0.36163522012578614	0.44387755102040816
C00492	R03634	NA	0.36163522012578614	0.44387755102040816
C01613	R03634	NA	0.36163522012578614	0.44387755102040816
C00001	R03635	NA	0.03773584905660377	0.04081632653061224
C00095	R03635	NA	0.03773584905660377	0.04081632653061224
C01613	R03635	NA	0.03773584905660377	0.04081632653061224
C05404	R03635	NA	0.03773584905660377	0.04081632653061224
C00001	R01855	NA	1.1320754716981132	1.0510204081632653
C00013	R01855	NA	1.1320754716981132	1.0510204081632653
C00286	R01855	NA	1.1320754716981132	1.0510204081632653
C00362	R01855	NA	1.1320754716981132	1.0510204081632653
C00001	R01856	NA	0.4276729559748428	0.42857142857142855
C00286	R01856	NA	0.4276729559748428	0.42857142857142855
C00330	R01856	NA	0.4276729559748428	0.42857142857142855
C00536	R01856	NA	0.4276729559748428	0.42857142857142855
C00002	R01857	NA	0.8616352201257862	0.8571428571428571
C00008	R01857	NA	0.8616352201257862	0.8571428571428571
C00286	R01857	NA	0.8616352201257862	0.8571428571428571
C00361	R01857	NA	0.8616352201257862	0.8571428571428571
C00011	R07650	NA	0.06918238993710692	0.02040816326530612
C00986	R07650	NA	0.06918238993710692	0.02040816326530612
C03283	R07650	NA	0.06918238993710692	0.02040816326530612
C00022	R01858	NA	1.0188679245283019	1.030612244897959
C00074	R01858	NA	1.0188679245283019	1.030612244897959
C00286	R01858	NA	1.0188679245283019	1.030612244897959
C00361	R01858	NA	1.0188679245283019	1.030612244897959
C00002	R01859	NA	1.0136268343815515	0.8962585034013605
C00008	R01859	NA	1.0136268343815515	0.8962585034013605
C00009	R01859	NA	1.0136268343815515	0.8962585034013605
C00100	R01859	NA	1.0136268343815515	0.8962585034013605
C00288	R01859	NA	1.0136268343815515	0.8962585034013605
C00683	R01859	NA	1.0136268343815515	0.8962585034013605
C00025	R03189	NA	0.4591194968553459	0.35714285714285715
C00101	R03189	NA	0.4591194968553459	0.35714285714285715
C01045	R03189	NA	0.4591194968553459	0.35714285714285715
C03479	R03189	NA	0.4591194968553459	0.35714285714285715
C00007	R03184	NA	0.09433962264150944	0.1836734693877551
C00027	R03184	NA	0.09433962264150944	0.1836734693877551
C01040	R03184	NA	0.09433962264150944	0.1836734693877551
C03289	R03184	NA	0.09433962264150944	0.1836734693877551
C00001	R03187	NA	0.24213836477987422	0.27040816326530615
C00002	R03187	NA	0.24213836477987422	0.27040816326530615
C00008	R03187	NA	0.24213836477987422	0.27040816326530615
C00009	R03187	NA	0.24213836477987422	0.27040816326530615
C01043	R03187	NA	0.24213836477987422	0.27040816326530615
C02565	R03187	NA	0.24213836477987422	0.27040816326530615
C00001	R03180	NA	1.0251572327044025	0.9387755102040817
C00014	R03180	NA	1.0251572327044025	0.9387755102040817
C01035	R03180	NA	1.0251572327044025	0.9387755102040817
C03078	R03180	NA	1.0251572327044025	0.9387755102040817
C01036	R03181	NA	0.03773584905660377	0.030612244897959183
C01061	R03181	NA	0.03773584905660377	0.030612244897959183
C00002	R03182	NA	0.3836477987421384	0.3673469387755102
C00008	R03182	NA	0.3836477987421384	0.3673469387755102
C00009	R03182	NA	0.3836477987421384	0.3673469387755102
C00011	R03182	NA	0.3836477987421384	0.3673469387755102
C01037	R03182	NA	0.3836477987421384	0.3673469387755102
C01909	R03182	NA	0.3836477987421384	0.3673469387755102
C01907	R06694	NA	0.006289308176100629	0.0
C12433	R06694	NA	0.006289308176100629	0.0
C00005	R02581	NA	0.08176100628930817	0.09183673469387756
C00006	R02581	NA	0.08176100628930817	0.09183673469387756
C00080	R02581	NA	0.08176100628930817	0.09183673469387756
C00584	R02581	NA	0.08176100628930817	0.09183673469387756
C00639	R02581	NA	0.08176100628930817	0.09183673469387756
C00011	R00726	NA	0.44654088050314467	0.35714285714285715
C00036	R00726	NA	0.44654088050314467	0.35714285714285715
C00074	R00726	NA	0.44654088050314467	0.35714285714285715
C00081	R00726	NA	0.44654088050314467	0.35714285714285715
C00104	R00726	NA	0.44654088050314467	0.35714285714285715
C00001	R00720	NA	1.1446540880503144	1.0714285714285714
C00013	R00720	NA	1.1446540880503144	1.0714285714285714
C00081	R00720	NA	1.1446540880503144	1.0714285714285714
C00130	R00720	NA	1.1446540880503144	1.0714285714285714
C00002	R00722	NA	0.8616352201257862	0.8571428571428571
C00008	R00722	NA	0.8616352201257862	0.8571428571428571
C00081	R00722	NA	0.8616352201257862	0.8571428571428571
C00104	R00722	NA	0.8616352201257862	0.8571428571428571
C00001	R00728	NA	0.27672955974842767	0.22448979591836735
C00014	R00728	NA	0.27672955974842767	0.22448979591836735
C00022	R00728	NA	0.27672955974842767	0.22448979591836735
C00082	R00728	NA	0.27672955974842767	0.22448979591836735
C00146	R00728	NA	0.27672955974842767	0.22448979591836735
C00013	R05000	NA	0.8553459119496856	0.7857142857142857
C00156	R05000	NA	0.8553459119496856	0.7857142857142857
C05847	R05000	NA	0.8553459119496856	0.7857142857142857
C05848	R05000	NA	0.8553459119496856	0.7857142857142857
C00001	R05441	NA	0.031446540880503145	0.030612244897959183
C00005	R05441	NA	0.031446540880503145	0.030612244897959183
C00006	R05441	NA	0.031446540880503145	0.030612244897959183
C00007	R05441	NA	0.031446540880503145	0.030612244897959183
C00080	R05441	NA	0.031446540880503145	0.030612244897959183
C02124	R05441	NA	0.031446540880503145	0.030612244897959183
C02375	R05441	NA	0.031446540880503145	0.030612244897959183
C00001	R00125	NA	0.20125786163522014	0.24489795918367346
C00008	R00125	NA	0.20125786163522014	0.24489795918367346
C01260	R00125	NA	0.20125786163522014	0.24489795918367346
C00005	R09281	NA	0.006289308176100629	0.02040816326530612
C00006	R09281	NA	0.006289308176100629	0.02040816326530612
C00080	R09281	NA	0.006289308176100629	0.02040816326530612
C00232	R09281	NA	0.006289308176100629	0.02040816326530612
C00989	R09281	NA	0.006289308176100629	0.02040816326530612
C00016	R04751	NA	2.921383647798742	2.9030612244897958
C01352	R04751	NA	2.921383647798742	2.9030612244897958
C05270	R04751	NA	2.921383647798742	2.9030612244897958
C05271	R04751	NA	2.921383647798742	2.9030612244897958
C00005	R04753	NA	0.018867924528301886	0.02040816326530612
C00006	R04753	NA	0.018867924528301886	0.02040816326530612
C00080	R04753	NA	0.018867924528301886	0.02040816326530612
C05274	R04753	NA	0.018867924528301886	0.02040816326530612
C05275	R04753	NA	0.018867924528301886	0.02040816326530612
C00016	R04754	NA	3.6320754716981134	3.811224489795918
C01352	R04754	NA	3.6320754716981134	3.811224489795918
C05274	R04754	NA	3.6320754716981134	3.811224489795918
C05275	R04754	NA	3.6320754716981134	3.811224489795918
C05279	R04756	NA	0.05660377358490566	0.04081632653061224
C05280	R04756	NA	0.05660377358490566	0.04081632653061224
C00009	R00438	NA	0.8364779874213837	0.7653061224489796
C00015	R00438	NA	0.8364779874213837	0.7653061224489796
C00046	R00438	NA	0.8364779874213837	0.7653061224489796
C00046	R00438	NA	0.8364779874213837	0.7653061224489796
C00005	R04534	NA	7.015723270440252	6.551020408163265
C00006	R04534	NA	7.015723270440252	6.551020408163265
C04619	R04534	NA	7.015723270440252	6.551020408163265
C05753	R04534	NA	7.015723270440252	6.551020408163265
C00001	R04535	NA	0.949685534591195	0.9591836734693877
C04619	R04535	NA	0.949685534591195	0.9591836734693877
C05754	R04535	NA	0.949685534591195	0.9591836734693877
C00005	R04536	NA	7.015723270440252	6.551020408163265
C00006	R04536	NA	7.015723270440252	6.551020408163265
C00080	R04536	NA	7.015723270440252	6.551020408163265
C04620	R04536	NA	7.015723270440252	6.551020408163265
C05750	R04536	NA	7.015723270440252	6.551020408163265
C00001	R04537	NA	0.949685534591195	0.9591836734693877
C04620	R04537	NA	0.949685534591195	0.9591836734693877
C05751	R04537	NA	0.949685534591195	0.9591836734693877
C00005	R04533	NA	7.015723270440252	6.551020408163265
C00006	R04533	NA	7.015723270440252	6.551020408163265
C00080	R04533	NA	7.015723270440252	6.551020408163265
C04618	R04533	NA	7.015723270440252	6.551020408163265
C05744	R04533	NA	7.015723270440252	6.551020408163265
C00001	R11372	NA	0.6729559748427673	0.6632653061224489
C00013	R11372	NA	0.6729559748427673	0.6632653061224489
C18239	R11372	NA	0.6729559748427673	0.6632653061224489
C21310	R11372	NA	0.6729559748427673	0.6632653061224489
C00001	R07670	NA	0.2389937106918239	0.24489795918367346
C01327	R07670	NA	0.2389937106918239	0.24489795918367346
C16181	R07670	NA	0.2389937106918239	0.24489795918367346
C16182	R07670	NA	0.2389937106918239	0.24489795918367346
C00072	R07671	NA	0.08176100628930817	0.08163265306122448
C00615	R07671	NA	0.08176100628930817	0.08163265306122448
C04261	R07671	NA	0.08176100628930817	0.08163265306122448
C16186	R07671	NA	0.08176100628930817	0.08163265306122448
C00001	R09747	NA	0.20754716981132076	0.19387755102040816
C00007	R09747	NA	0.20754716981132076	0.19387755102040816
C00080	R09747	NA	0.20754716981132076	0.19387755102040816
C00138	R09747	NA	0.20754716981132076	0.19387755102040816
C00139	R09747	NA	0.20754716981132076	0.19387755102040816
C02094	R09747	NA	0.20754716981132076	0.19387755102040816
C06098	R09747	NA	0.20754716981132076	0.19387755102040816
C00001	R10689	NA	0.20125786163522014	0.15306122448979592
C01720	R10689	NA	0.20125786163522014	0.15306122448979592
C18028	R10689	NA	0.20125786163522014	0.15306122448979592
C00001	R10685	NA	0.006289308176100629	0.01020408163265306
C00003	R10685	NA	0.006289308176100629	0.01020408163265306
C00037	R10685	NA	0.006289308176100629	0.01020408163265306
C00153	R10685	NA	0.006289308176100629	0.01020408163265306
C02743	R10685	NA	0.006289308176100629	0.01020408163265306
C20784	R10685	NA	0.006289308176100629	0.01020408163265306
C21861	R10685	NA	0.006289308176100629	0.01020408163265306
C00621	R05976	NA	0.0	0.02040816326530612
C03021	R05976	NA	0.0	0.02040816326530612
C00025	R10460	NA	1.050314465408805	0.7653061224489796
C00026	R10460	NA	1.050314465408805	0.7653061224489796
C01222	R10460	NA	1.050314465408805	0.7653061224489796
C20638	R10460	NA	1.050314465408805	0.7653061224489796
C01255	R10979	NA	0.025157232704402517	0.02040816326530612
C20988	R10979	NA	0.025157232704402517	0.02040816326530612
C00002	R10970	NA	0.10062893081761007	0.14285714285714285
C00008	R10970	NA	0.10062893081761007	0.14285714285714285
C20830	R10970	NA	0.10062893081761007	0.14285714285714285
C20831	R10970	NA	0.10062893081761007	0.14285714285714285
C00001	R10975	NA	0.025157232704402517	0.02040816326530612
C02378	R10975	NA	0.025157232704402517	0.02040816326530612
C20988	R10975	NA	0.025157232704402517	0.02040816326530612
C20988	R10975	NA	0.025157232704402517	0.02040816326530612
C04895	R11082	NA	0.025157232704402517	0.01020408163265306
C21094	R11082	NA	0.025157232704402517	0.01020408163265306
C03692	R11080	NA	0.006289308176100629	0.0
C04046	R11080	NA	0.006289308176100629	0.0
C00191	R01482	NA	0.16981132075471697	0.20408163265306123
C00905	R01482	NA	0.16981132075471697	0.20408163265306123
C00008	R00530	NA	0.018867924528301886	0.04081632653061224
C00009	R00530	NA	0.018867924528301886	0.04081632653061224
C00059	R00530	NA	0.018867924528301886	0.04081632653061224
C00224	R00530	NA	0.018867924528301886	0.04081632653061224
C00001	R00533	NA	0.1761006289308176	0.1326530612244898
C00007	R00533	NA	0.1761006289308176	0.1326530612244898
C00027	R00533	NA	0.1761006289308176	0.1326530612244898
C00059	R00533	NA	0.1761006289308176	0.1326530612244898
C00094	R00533	NA	0.1761006289308176	0.1326530612244898
C00001	R03493	NA	0.031446540880503145	0.0
C01291	R03493	NA	0.031446540880503145	0.0
C04675	R03493	NA	0.031446540880503145	0.0
C00051	R01262	NA	1.0062893081761006	0.9183673469387755
C00151	R01262	NA	1.0062893081761006	0.9183673469387755
C01419	R01262	NA	1.0062893081761006	0.9183673469387755
C03740	R01262	NA	1.0062893081761006	0.9183673469387755
C00009	R01969	NA	0.7295597484276729	0.6377551020408163
C00242	R01969	NA	0.7295597484276729	0.6377551020408163
C00330	R01969	NA	0.7295597484276729	0.6377551020408163
C00672	R01969	NA	0.7295597484276729	0.6377551020408163
C00031	R10525	NA	0.025157232704402517	0.04081632653061224
C00454	R10525	NA	0.025157232704402517	0.04081632653061224
C01083	R10525	NA	0.025157232704402517	0.04081632653061224
C15541	R10525	NA	0.025157232704402517	0.04081632653061224
C00001	R06266	NA	0.012578616352201259	0.02040816326530612
C00005	R06266	NA	0.012578616352201259	0.02040816326530612
C00006	R06266	NA	0.012578616352201259	0.02040816326530612
C00007	R06266	NA	0.012578616352201259	0.02040816326530612
C00080	R06266	NA	0.012578616352201259	0.02040816326530612
C11829	R06266	NA	0.012578616352201259	0.02040816326530612
C11830	R06266	NA	0.012578616352201259	0.02040816326530612
C00001	R06267	NA	0.012578616352201259	0.02040816326530612
C00005	R06267	NA	0.012578616352201259	0.02040816326530612
C00006	R06267	NA	0.012578616352201259	0.02040816326530612
C00007	R06267	NA	0.012578616352201259	0.02040816326530612
C00080	R06267	NA	0.012578616352201259	0.02040816326530612
C11830	R06267	NA	0.012578616352201259	0.02040816326530612
C11831	R06267	NA	0.012578616352201259	0.02040816326530612
C00001	R06265	NA	0.012578616352201259	0.02040816326530612
C00005	R06265	NA	0.012578616352201259	0.02040816326530612
C00006	R06265	NA	0.012578616352201259	0.02040816326530612
C00007	R06265	NA	0.012578616352201259	0.02040816326530612
C00080	R06265	NA	0.012578616352201259	0.02040816326530612
C04536	R06265	NA	0.012578616352201259	0.02040816326530612
C11829	R06265	NA	0.012578616352201259	0.02040816326530612
C00001	R06268	NA	0.4779874213836478	0.3163265306122449
C00019	R06268	NA	0.4779874213836478	0.3163265306122449
C00073	R06268	NA	0.4779874213836478	0.3163265306122449
C04536	R06268	NA	0.4779874213836478	0.3163265306122449
C05198	R06268	NA	0.4779874213836478	0.3163265306122449
C11829	R06268	NA	0.4779874213836478	0.3163265306122449
C00019	R06269	NA	0.4779874213836478	0.3163265306122449
C00073	R06269	NA	0.4779874213836478	0.3163265306122449
C05198	R06269	NA	0.4779874213836478	0.3163265306122449
C11829	R06269	NA	0.4779874213836478	0.3163265306122449
C11830	R06269	NA	0.4779874213836478	0.3163265306122449
C00003	R01061	NA	1.0974842767295598	1.0816326530612246
C00004	R01061	NA	1.0974842767295598	1.0816326530612246
C00009	R01061	NA	1.0974842767295598	1.0816326530612246
C00080	R01061	NA	1.0974842767295598	1.0816326530612246
C00118	R01061	NA	1.0974842767295598	1.0816326530612246
C00236	R01061	NA	1.0974842767295598	1.0816326530612246
C00005	R01063	NA	0.025157232704402517	0.0
C00006	R01063	NA	0.025157232704402517	0.0
C00009	R01063	NA	0.025157232704402517	0.0
C00080	R01063	NA	0.025157232704402517	0.0
C00118	R01063	NA	0.025157232704402517	0.0
C00236	R01063	NA	0.025157232704402517	0.0
C00022	R01064	NA	0.03773584905660377	0.04081632653061224
C00118	R01064	NA	0.03773584905660377	0.04081632653061224
C01286	R01064	NA	0.03773584905660377	0.04081632653061224
C00085	R01067	NA	1.8427672955974843	1.5
C00118	R01067	NA	1.8427672955974843	1.5
C00231	R01067	NA	1.8427672955974843	1.5
C00279	R01067	NA	1.8427672955974843	1.5
C00084	R01066	NA	0.6792452830188679	0.6632653061224489
C00118	R01066	NA	0.6792452830188679	0.6632653061224489
C00673	R01066	NA	0.6792452830188679	0.6632653061224489
C00111	R01069	NA	0.10062893081761007	0.08163265306122448
C00118	R01069	NA	0.10062893081761007	0.08163265306122448
C03785	R01069	NA	0.10062893081761007	0.08163265306122448
C00111	R01068	NA	0.839622641509434	0.8877551020408163
C00118	R01068	NA	0.839622641509434	0.8877551020408163
C00354	R01068	NA	0.839622641509434	0.8877551020408163
C00001	R03372	NA	0.006289308176100629	0.01020408163265306
C00009	R03372	NA	0.006289308176100629	0.01020408163265306
C01204	R03372	NA	0.006289308176100629	0.01020408163265306
C04579	R03372	NA	0.006289308176100629	0.01020408163265306
C00001	R03371	NA	0.031446540880503145	0.061224489795918366
C00009	R03371	NA	0.031446540880503145	0.061224489795918366
C01204	R03371	NA	0.031446540880503145	0.061224489795918366
C04563	R03371	NA	0.031446540880503145	0.061224489795918366
C00001	R03370	NA	0.07547169811320754	0.030612244897959183
C00007	R03370	NA	0.07547169811320754	0.030612244897959183
C00080	R03370	NA	0.07547169811320754	0.030612244897959183
C00138	R03370	NA	0.07547169811320754	0.030612244897959183
C00139	R03370	NA	0.07547169811320754	0.030612244897959183
C01203	R03370	NA	0.07547169811320754	0.030612244897959183
C04088	R03370	NA	0.07547169811320754	0.030612244897959183
C00035	R03378	NA	0.006289308176100629	0.02040816326530612
C00044	R03378	NA	0.006289308176100629	0.02040816326530612
C03366	R03378	NA	0.006289308176100629	0.02040816326530612
C16741	R03378	NA	0.006289308176100629	0.02040816326530612
C00042	R01288	NA	0.5849056603773585	0.4744897959183674
C00155	R01288	NA	0.5849056603773585	0.4744897959183674
C00283	R01288	NA	0.5849056603773585	0.4744897959183674
C01118	R01288	NA	0.5849056603773585	0.4744897959183674
C00033	R01287	NA	0.4528301886792453	0.4387755102040816
C00155	R01287	NA	0.4528301886792453	0.4387755102040816
C00283	R01287	NA	0.4528301886792453	0.4387755102040816
C01077	R01287	NA	0.4528301886792453	0.4387755102040816
C00001	R01286	NA	0.4779874213836478	0.3979591836734694
C00014	R01286	NA	0.4779874213836478	0.3979591836734694
C00022	R01286	NA	0.4779874213836478	0.3979591836734694
