compound	reaction	type	A2O_abundance	AO_abundance
C00080	R05066	NA	0.7557651991614255	0.6071428571428571
C06001	R05066	NA	0.7557651991614255	0.6071428571428571
C06002	R05066	NA	0.7557651991614255	0.6071428571428571
C00080	R05062	NA	0.12578616352201258	0.08163265306122448
C00125	R05062	NA	0.12578616352201258	0.08163265306122448
C00126	R05062	NA	0.12578616352201258	0.08163265306122448
C05985	R05062	NA	0.12578616352201258	0.08163265306122448
C05986	R05062	NA	0.12578616352201258	0.08163265306122448
C00005	R00134	NA	0.16981132075471697	0.16326530612244897
C00006	R00134	NA	0.16981132075471697	0.16326530612244897
C00011	R00134	NA	0.16981132075471697	0.16326530612244897
C00058	R00134	NA	0.16981132075471697	0.16326530612244897
C00080	R00134	NA	0.16981132075471697	0.16326530612244897
C00001	R00135	NA	0.8113207547169812	0.8061224489795918
C00012	R00135	NA	0.8113207547169812	0.8061224489795918
C00012	R00135	NA	0.8113207547169812	0.8061224489795918
C00148	R00135	NA	0.8113207547169812	0.8061224489795918
C00002	R00137	NA	0.8962264150943396	0.8418367346938775
C00003	R00137	NA	0.8962264150943396	0.8418367346938775
C00013	R00137	NA	0.8962264150943396	0.8418367346938775
C00455	R00137	NA	0.8962264150943396	0.8418367346938775
C00002	R02255	NA	0.050314465408805034	0.05102040816326531
C00010	R02255	NA	0.050314465408805034	0.05102040816326531
C00013	R02255	NA	0.050314465408805034	0.05102040816326531
C00020	R02255	NA	0.050314465408805034	0.05102040816326531
C00423	R02255	NA	0.050314465408805034	0.05102040816326531
C00540	R02255	NA	0.050314465408805034	0.05102040816326531
C00010	R02251	NA	0.6761006289308176	0.6122448979591837
C00040	R02251	NA	0.6761006289308176	0.6122448979591837
C00422	R02251	NA	0.6761006289308176	0.6122448979591837
C00641	R02251	NA	0.6761006289308176	0.6122448979591837
C00001	R00131	NA	0.11320754716981132	0.08163265306122448
C00011	R00131	NA	0.11320754716981132	0.08163265306122448
C00014	R00131	NA	0.11320754716981132	0.08163265306122448
C00086	R00131	NA	0.11320754716981132	0.08163265306122448
C00118	R10049	NA	0.006289308176100629	0.0
C00354	R10049	NA	0.006289308176100629	0.0
C00546	R10049	NA	0.006289308176100629	0.0
C16848	R10049	NA	0.006289308176100629	0.0
C00001	R09983	NA	0.18238993710691823	0.12244897959183673
C00014	R09983	NA	0.18238993710691823	0.12244897959183673
C00222	R09983	NA	0.18238993710691823	0.12244897959183673
C20253	R09983	NA	0.18238993710691823	0.12244897959183673
C00001	R09980	NA	0.1069182389937107	0.10204081632653061
C01563	R09980	NA	0.1069182389937107	0.10204081632653061
C20253	R09980	NA	0.1069182389937107	0.10204081632653061
C20254	R09980	NA	0.1069182389937107	0.10204081632653061
C00001	R10046	NA	0.018867924528301886	0.01020408163265306
C00121	R10046	NA	0.018867924528301886	0.01020408163265306
